Text Review,Predicted Title Review,Human Score
atende minhas expectativas . entrega dentro do prazo . pelo custo benefício é uma boa compra . recomendo o produto e a loja .,gos gos muito do,0.5
o espelho veio mal embalado e quebrou ao meio em algum momento do transporte .,produto veio com,0
produto enviado não confere com as especificações do site . porem tem bom funcionamento .,produto não confere,1
"como eu paguei menos de reais por esse produto não é de todo mal , mas os menus são lentos , as imagens regulares não espere nada demais , apenas quis comprar esse produto pois estava cansado das telas manchadas da lg mas o som é o que todo mundo comenta , é um desastre .",não gos gos de,0.5
os matphone da samsung são excelente muito bom mesmo,excelente,1
"produto ótimo superou minhas expectativas , recomendo .",ótimo,1
"produto excelente , original de ótima qualidade , bem embalado e entregue no prazo fornecido pela loja .",excelente,1
"levou dias uteis e corridos para a entrega , pois o pac do correio hoje em dia não é mais confiável como antigamente , mas o produto funciona perfeitamente .",não receb ##i o,0
só fiquei na duvida se é falso nao quero falar mais nada,falso,1
recomendo  produto excelente e entrrevra super rápida .,excelente,1
produto resistente e possui várias opções de posicionamento da tv .,produto resistente,1
"ele repete o sinal , mas é tao fraco que quase não fez diferença . fora que demorou dias para entregarem .",bom,1
"recomendo a lojas americanas , sempre compro nunca deu problema e a entrega e rápida . esse celular j prime tbem muito bom e o preço melhor ainda .",gos ##te muito,0.5
"produto muito bom , por enquanto . entrega do produto antes do prazo . recomendo .",gos gos muito bom,1
"adorei o produto , vem com refis , limpa muito bem , comprei um pra mim e outro pra minha mãe e adorei  nunca mais uso pano de chão . kkk e a entrega , sensacional chegou muito antes do previsto em um sabado ainda  parabens americanas . nota",gos ##te muito,1
"acho somente que deveria especificar a regulagem atrás e em caso da casa cuja pressão da água é pouca ter uma segunda opção , a área de qualidade trazer uma enquete melhor do assunto: concernente ao requesito no caso de falta de pressão siga os procedimentos , tal , tal e tal . no mais estou satisfeito minha esposa que reclamou um pouco porque não tinha pressão de água , ou seja sai pouca água , queria até trocar . mas foi relevada pela minha orientação . att . marcelo brito",não gos gos,0
"bom dia  fiquei muito satisfeito , com a qualidade do produto e pelo prazo da entrega . vale informar também , que o equipamento chegou em perfeita condição de uso . fiquei muito preocupado , com a parceria da americana com a ricardo eletro porém , não tive problema .",gos gos muito,1
"aparelho chegou no prazo , é leve e de fácil manuseio . super recomendo e indico o site .",excelente,1
"fiz a compra dia // e recebi o produto hoje //  me surpreendeu a rapidez . a impressora é fácil de utilizar , espero que o custo benefício compense",produto bom,1
mochila boa para tudo . espaçosa e discreta como tem que ser .,gos ##te muito,1
eu amei o produto  é o atendimento de vocês e a agilidade da entrega obrigado .,ame o produto,1
comprei a baby alive e fiquei impressionada com a rapidez e eficiência na entrega  recebi o produto antes do prazo estimado . recomendo o site,produto muito bom,0.5
gostei muito do produto  entrega super rápida  recomendo a todos .,gos ##te muito do,1
"chegou rapdo conforme descrito , tudo funcionando corretamente , funcoes ok",gos gos muito,1
"super rápida a entrega , super recomendo . americanas sempre atendendo ao cliente da melhor forma .",excelente,1
"lindo , veio na caixinha e tudo , etiqueta bate com número do manual e da pulseira , chegou muito antes do que a data de entrega . super recomendo",lin ##do,1
"calças reais show de bola , muito bom economizar e a qualidade da calça também é boa",muito bom,1
"boa noite  após vários e-mails e mensagens no meu celular de que os correios estariam entregando o produto , o mesmo não chegou ainda . o endereço está correto e a portaria do condomínio tem autorização para receber encomendas . não sei mais como reclamar  eu quero muito o produto . não gostaria que ele fosse devolvido . o que faço ? obrigada .",não receb ##i o,1
"só uma ressalva quanto às partes montáveis , pois são justas demais , com quase nenhuma folga que facilite a montagem , o que ocasionou alguns pequenos riscos na pintura; sem este detalhe , a arara é muito boa e reforçada .",gos ##te muito,1
muito bom o aparelho que tem muitas funcionalidades como: acesso a muitos canais que se pode fazer o download como globoplay e o youtube e a imagem tem uma boa qualidade,gos gos muito bom,1
goste muito .,gos ##te muito,1
"gostei muito , ótimo custo beneficio e correspondeu as minhas expectativas .",gos ##te muito,1
produto não está tocando musica e eu fiz já uma reclamação e me mandaram outro produto e o mesmo também veio com defeito sem tocar,não gos gos ##te,1
"como que o produto custa r , e o frete r , , só pode ser piada",fre ##te,1
"achei a bacia pequena , mas do mais achei linda e pratica",gos ##te muito,0.5
ótima didática e entrega rápida . recomendo . qwert,gos gos muito,1
não conserva a água quente e é super pequena,muito bom,0
"gostei muito do produto de boa qualidade , áudio ótimo . a durabilidade da bateria é mais que a especificada no aparelho .",gos ##te muito do,1
"excelente entrega , chegou antes da data prevista para entrega . a panela também de excelente qualidade . alumínio de boa espessura",excelente,1
loja está utilizando fotos dos produtos niazitex sem autorização .,produto não recebido,0
ótimo produto e entrega no prazo estipulado . recomendo,ótimo produto e,1
"ótimo aparelho , recomendo , parabéns lojas americanas pela entrega .",ótimo aparelho,1
"chegou no dia seguinte da confirmação do pagamento , super bem embalado e protegido . vem com instruções e dicas de como cuidar e prolongar a vida da bateria . maravilhoso , parabéns pelo serviço .",ótimo produto,1
é um ótimo perfume para o dia a dia . o preço do produto está muito bom .,ótimo produto,1
"tigelas de bom tamanho , gostei muito delas , recomendo .",gos ##te muito,1
o pagamento foi aprovado em // e hoje são / e ainda não recebi o produto  gostaria de explicações,não receb ##i o,1
"o alumínio é muito fino e fraco . como o fechamento é feito por pressão e por um lado só , um lado fecha mas o outro não . uma só mola , minúscula e não é de aço , ocasionando a deformação da mola e a perda de sua função , até mesmo durante a instalação . como a mola é muito fraca ela não retorna a parte móvel para o repouso , afastando-a do chão , provocando problemas quando se fecha a porta . serviu para teste , mas não para uso .",produto fraco,1
"gostei do produto fone de ouvido é um produto de boa qualidade . mas o que realmente eu gostei foi o tempo de entrega de vcs , foi perfeito tendo em vista que eu comprei na época do natal . vcs estão de parabéns . obrigado",gos ##te muito do,1
"achei mto mal acabado , nao cabe a escada dentro conforme mostra na foto .",produto ruim,0.5
"o filtro é bom , simples e eficiente . exatamente o que eu procurava .",gos gos muito do,1
"pelo preço que foi pago , um controle sem fio , vale muito a pena",bom custo benefício,1
"comprei um produto vendido como novo para minha sobrinha . quando abri e comecei a montar , notei que alguns adesivos ja haviam sido colados por outra pessoa que comprou antes de mim e provavelmente devolveu . a americanas nem sequer conferiu o produto quando foi devolvido e me mandou como se fosse novo . simplesmente lacrou com uma fita e me enviou . infelizmente não volto mais a comprar no site",não gos ##te muito,0.5
"gostei muito , recomento para quem deseja obter um bom projetor",gos ##te muito,1
"sou mestre em matemática , não recomendo , não comprem , o livro está cheio de erros ortográficos e de cálculos , não explica a lógica do uso dos bizús e os exercícios são mau escolhidos como se tivesse sido feito nas pressas pra vender . simplesmente péssimo , dinheiro jogado fora .",não compre,1
"o produto chegou muito rápido , bem antes do combinado , recomendo a todos , empresa com atendimento ao cliente excelente .",gos gos muito bom,1
"não coube no meu sofá de lugares . não sei em qual medida o fabricante se baseou  tecido sintético , nada confortável . nada parecido com a foto que parece um algodão . a cor também veio mais para um dourado .",não gos gos ##te,1
nao pude comprar porque nao aparece tamanho g par compra somente tamanho p e m e no anuncio aparece tamanho pmg como devo fazer para comprar pç para carros grandes obrigado marcos salum,na ##o gos ##te,0.5
"o produto é de excelente qualidade , tudo que foi informado corresponde ao que recebi , além da entrega no prazo e frete com valor reduzido , recomendo",excelente,1
o produto chegou em ótimas condições e o filme em si é excelente .,excelente,1
"ela é muito muito pequena , ela não faz xícaras isso é mentira , ela faz apenas xícara e meia .",não gos gos gos,1
chegou no prazo e o produto é exatamente o que esta descrito no site .,gos gos muito,1
"a cada dia que passa , agradeço ao fato de ter escolhido este produto . estou muito satisfeito .",gos gos muito do,1
"estou completamente insatisfeito fui roubado , paguei por um produto de quase , reais e naonso não recebi o produto como não recebi nenhuma satisfação isso é a coisa mais absurda , não é atoa que existem tantos processos conta a americanas , já tenho mais de ’protocolos e ninguém resolve nada , não adianta vocês me responderem que estão avaliando isso eu jantei a mais de dias eu quero meu dinheiro de volta ou a entrega do produto entregue em horas , empresa ruim , não indico e vou falar mal para quem me perguntar . meu cel espero contato urgente",não receb ##i o,0
"kerastase nutri thermique é uma excelente máscara de hidratação para cabelos muito ressecados . já usei pela segunda semana , e deu uma diferença incrível , o cabelo ficou bem macio e com um brilho incrível , e o perfume é muito bom .",excelente,1
produto frágil de péssima qualidade . a rodinha quebrou sozinha na primeira vez que eu puxei a arara pra transportar ela de lugar . isso por que não coloquei nem / do peso que ela suporta . uma porcaria não recomendo a ninguém .,produto frágil,0.5
"suporte atendeu minhas necessidades , fácil instalação e entrega rápida .",gos gos muito,1
apenas o cabo poderia ser maior . mas o produto compensa o investimento .,bom produto,1
livro completo que atende às necessidades do leitor interessado no tema .,livro de receitas,0
entrega dentro do prazo . excelente  parabéns a equipe,excelente,1
"faz o prometido , muito rápida a entrega , linda e de ótima qualidade",gos ##te muito,1
o produto veio errado e desde do dia / entro em contato pra efetuar a troca e até o momento não tive retorno nenhum,produto veio errado,1
"impressora não assistência técnica no brasil , veio com um defeito que ainda não consegui solucionar está cortando o final da impressão e no xerox também o mesmo problema .",não gos ##te,1
"o produto nem foi entregue . sinceramente , essa empresa deve estar de brincadeira .",não gos ##te,0.5
"ótimo celular , câmera , memória e funções . me surpreendi",ótimo celular,1
"é um produto bom . não tem um acabamento  , mas pelo valor é muito mais do que eu esperava . a montagem realmente foi algo a parte , um tanto complicada , acabamos chamando um profissional , para ajustar certos detalhes . no geral vale bem a pena , principalmente no quesito preço",bom produto,1
"a louca e linda e moderna , é claro que não é uma porcelana , mas também não era o que eu queria . ótimo custo e entrega super rápida",lin ##da e moderna,1
"poxa a tv é demais , estou muito satisfeito foi boa escolha e compra .",gos gos ##te muito,1
"bom dia  faltou manta , freio e mais um item já informado , qual a previsão da entrega porque se não for cumprido o acordo vamos ter que buscar nosso direito . att fabio medeiros -",produto não entregue,1
maravilhoso . mais que perfeito pra aro . super recomendo .,maravilhos ##o,1
embora seja um pouco pequena é muito bonita e bem legal,gos gos gos gos,1
"ficou muito melhor , deu pra organizar e ainda serve como decoração .",gos gos gos gos,1
gostei muito do conteúdo desta edição . um bom livro . além de eu gostar muito desse autor . eu recomendo . compre e vai gostar muito .,gos ##te muito do,1
"muito decepcionada com o produto , foi rápido na entrega mais nâo adiantou nada .",decep ##cionada,1
"ótimo custo/benefício . boa ventilação , bonito e resistente .",bom custo / benefício,1
"essa capa me surpreendeu , pois olhando através do computador não imaginei que fosse tão boa , o material é confortável e também é muito discreta . amei o produto",capa de capa,0
livro muito bom livro muito bom livro muito bom livro muito bom,muito bom,1
adorei o produto  dei de presente a a pessoa amou .,gos gos gos gos,1
"eu pensei que ele era mas azul , mas gostei muito do produto .",gos ##te muito do,1
"nao recomendo , ele nao alisa nada . , me decepcionei muito .",na ##o gos ##te,1
"usei o processador de alimentos e amei . tritura muito bem , até alho picou tudo  e é bem silencioso . e o tamanho do balde é bem bom também . unica coisa chatinha são os encaixes , que só liga se estiver tudo certinho , mas isso é normal nos processadores .",gos ##te muito,1
o produto é original e veio em excelente condições e com a nota fiscal . estou muito satisfeito com o serviços de vcs :,produto original,0.5
aparelho não pega as principais rede de tv no digital .,não funciona,0.5
"como todo produto da pampers , este não deixa a desejar . é ótimo",ótimo,1
produto falsificado  não é da optimum nutrition,produto fals ##ificado,1
"amei , não deixa nada a desejar , prático , potente , fácil de guardar , atendeu todas as minhas necessidades e superou a expectativa . recomendo com certeza",gos ##te muito,1
não recebi depois de semanas da compra  não recebi depois de semanas da compra,não receb ##i,1
correspondeu perfeitamente as minhas expectativas . estou satisfeito,gos gos muito,1
"o produto é ótimo , corresponde as expectativas e foi entregue dentro do prazo .",gos gos muito,1
"o mouse da stone é muito bom , durou muito aq em casa o x , mas quando fui comprar esse o x , a gbl import , me enviou um de outra marca , é idêntico por fora , mas muda a logo e marca . não sei se vai durar , na estone confio , agora esse dl que me enviaram , eu já não posso dizer o mesmo .",bom,1
"nas caracteristicas do produto dizia detalhes em vidro temperado e os produtos são fabricados em mdf de alta qualidade , mentira , pois o que dizia ser vidro é plastico , produto em péssimo estado , varios riscos na parte interna , como externa , alem de ser todo torto .",produto de péss,0
"super recomendo o sapato , ele é super macio e muito confortável . uso número e comprei o e deu certo .",gos ##te muito do,1
"o produto não é o que eu esperava , devolvi faz mais de semana e não obtive resposta e nem meu dinheiro de volta",não gos gos gos,1
muito bom funciona certinho bem preciso gostei muito .,gos gos ##te muito,1
adquiri dois produtos e nenhum deles funcionou no primeiro uso . percebemos que o problema era a pilha que veio neles e tivemos que providenciar pilhas novas . a enrega foi pontual .,produto bom,1
"o prazo inicial de entrega era dia / , alteraram para / e mesmo assim foi entregue somente dia / . a americanas não da suporte durante o transporte , a transportdora não entrega informações corretas , o site não tem informações corretas sobre o status do envio . não comprarei mais na americanas .",não receb ##i o,1
produto de excelente qualidade e chegou antes do prazo .,excelente,1
"a capa dificulta ligar e desligar o aparelho , como também aumentar e diminuir o volume .",capa ruim,1
produto de excelente . entrega muito rápida levou menos de dias uteis,excelente,1
"gostei do óculos , a entrega foi bem rápida também . eu recomendo o produto .",gos ##te muito do,1
parabéns para todos  entrega rápida produto faz o que promete estou satisfeito com a compra  índico a loja,gos gos muito,1
planner completo é atemporal  tem tudo o que eu preciso,excelente,1
facil de montar e combina bem com ambientes clean .,gos gos muito,1
a máquina é fácil de se instalar e funciona . mas qualquer pessoas que compra esse produto barato sabe que vai pagra o preço nos cartuchos .,muito bom,0.5
"não tenho como falar bem , já que não recebi ainda e estou tendo dificuldade para regularizar a situação .",não receb ##i ainda,1
"somente alerto para quem for comprar não cometer o mesmo erro que eu , o tamanho da máscara é para criança e não adulto .",gos gos muito,0.5
"a musiquinha é bem inha mesmo  muito curtinha  mas , tirando isso , eu recomendo . minha bebê a ganhou com meses e se diverte com o brinquedinho verde , pendurado .",gos ##te muito,1
o produto chegou conforme combinado . bem embalado e todos funcionando perfeitamente .,gos gos muito,1
o vapor é muito fraco dificultando muito para passar . ontem desisti de uma camisa que estava passando e usei o ferro .,não gos ##te,1
parabéns americanas por tantos clientes insatisfeitos prevendaamericanasnuncamais,excelente,0
ótimo produto . excelente relógio . o menino está adorando .,excelente,1
"atendeu minhas expectativas , muito bonito . obrigado .",gos gos gos gos,1
produto muito bom . comprei para o meu marido e ele adorou .,gos ##te muito,1
muito bommm . só a entrega foi terrível . demorou horroressss . acho que foi problema nos correios,gos ##te muito,1
"fiquei satisfeito , o produto é muito bonito e bem construido",gos gos muito do,1
eu tentei trocar o produto porque veio com um defeito e pequeno demais e entrei em ctt com o sac e não puderam resolver meu problema .,produto veio com,1
"produto de ótima qualidade , a impressão fica maravilhosa .",excelente,1
"atende o objetivo , funciona bem . custo alto para regularizar no detran .",bom produto,0.5
não irei mais efetuar compras nesse site . pois minha encomenta passou dias do prazo de entrega .,não receb ##i o,0
"comprei o produto pelo site , , , o produto foi entregue quebrado , , , estou acionando juridicamente pelo procon , , , , pois acho um absurdo o que aconteceu , , , so paguei pois estou com o produto quebrado , , , , mais vamos ver o que a justiça ira dizer sobre esse site",produto quebrado,1
produto excelente mas o que merece aplausos é a loja . entrega antes do prazo . qualidade inquestionável,produto excelente,1
"excelente produto , entrega rápida . vale a pena . recomendo .",excelente,1
a tv chegou rápido e era exatamente como a descrição .,gos gos muito,1
"atendeu a tudo que eu precisava , gostei muito estou satisfeito .",gos ##te muito,1
"comprei esse ventilador de parede com um pouco de receio , mas valeu a pena , parece frágil , mas tem um vento muito bom e a entrega fantástica . valeu americanas e parceiro joval informática",bom,1
qual e a marca to querendo compra mais não fala a marca no anucio,não gos gos,0
"entrega perfeita . testei o aparelho que comprei para aparar a barba e foi excelente . para cortar cabelo , não posso opinar . não foi esse meu objetivo",excelente,1
"estou decepcionadíssima com o atendimento da americanas e de seu parceiro ferramentas gerais . comprei o chuveiro dia // com prazo de entrega em até dias . e até hoje , dia // não recebi o produto e ninguém resolve o meu problema . não consigo falar com nenhum atendente da americanas . todo o tipo de contato que tem acaba em mensagem eletrônica e ninguém de seu parceiro ferramentas gerais se pronuncia . não recomendo de forma alguma . péssimo atendimento ao consumidor . péssimo , péssimo , péssimo",decep ##ciona,1
todo o processo foi muito satisfatório da compra a entrega .,gos gos muito,1
jogo bom para rapidez de pensamento e raciocínio lógico e o encontro de amigos ou familiares,jogo bom,1
"o produto é de qualidade , apenas devo constar que veio a redonda e não a quadrada , mas não importa . além de pesar ainda mede a temperatura . não tenho nada a reclamar .",produto de qualidade,1
"bom produto , atendeu as expectativas . mas não é grandes coisas . a malha é muito fininha .",bom produto,1
"ha dias comprei e ainda não recebi meu produto . muito demorado a entrega , péssima compra .",não receb ##i meu,0.5
"livro muito bom , explica como interagir com os bebês numa fase fundamental da vida , principalmente quando os bebês ficam longe dos pais , quando estes estão no trabalho .",gos gos muito,1
"produto excelente . nao basta apenas aplicar , tem que saber aplicar e respeitar o tempo de pausa e sim tem um cheiro um pouco forte mas assim como todos os outros produtos que prometem alisar , ou seja tudo dentro do normal nada que uma toalha umedecida não possa resolver . claro que teste de mecha deve ser feita independente do produto a ser usado isso é de lei cumpre o que promete alisa , hidrata , cela . restaura . claro que para quem tem um cabelo super crespo ou mega cacheado uma unica aplicação não vai resolver . nenhum produto seja qual for vai fazer este milagre de imediato . super recomendo .",excelente,1
"o aparelho é horrível , extremamente lento , não encontrei opção para passar a página na tela , um século para mudar de uma página para outra , quando abre um livro um pouco maior ele trava e tem que ser reiniciado . enfim , comprei e não uso .",péss,1
"material excelente , espaçosa e muito bonita . sem dúvida indicaria o produto . excelente opção para presentear .",excelente,1
já paguei há dias e não chegou até hoje favor me posicionar,não receb ##i o,1
"atendeu as minhas expectativas . produto de boa qualidade . principalmente , facil de limpar .",gos gos ##te muito,1
"o barulho é insuportável . parece uma máquina de furar parede . pode ser eficaz , mas o barulho atrapalha o uso",bar bar,0
esquenta bem rápido . e eficiente . prático . fácil de usar . bonito,bom,1
o barulho do motor é alto demais  existem concorrentes com motores muito mais silenciosos .,bar bar,0
grande clássico . fundamental para compreender a inquisição .,excelente,1
"o produto é excelente , estou usando sem problemas . tive dificuldade de receber , provavelmente por problemas com os correios , acabei solicitando a devolução do dinheiro , mas após alguns dias de atraso , entregaram . vendedor ótimo .",excelente,1
"produto muito bom , excelente qualidade veio rápido demais",excelente,1
"o produto é muito bonito e muito bem detalhado , e ainda chegou antes do prazo .",gos gos muito bom,1
"produto muito bom , porém com algumas limitações . chegou em casa bem rápido . recomendo",gos gos ##te muito,1
"bom desempenho , bom pro uso do dia , e ótima qualidade de imagem e de vídeos",bom,1
"excelente . chegou antes de previsto . muito bonito , bem pratico .",gos gos muito bom,1
"capacete peels mirage revo preto fosco/vermelho , chegou antes do prazo , produto de otima qualidade",capa capa,0
muito bom gostei muito do produto . acabamento e dimensões boas .,gos ##te muito do,1
"não recomendo , com mes de uso ela já quebrou o pistão não trava mais , o braço que faz a regulagem já está quebrado e sem funcionalidade .",não gos gos ##te,1
"tv de alta definiçâo . k em hdr . as imagens te faz se sentir surpreendedido , muito boa",t ##v t t t t,0
"ótimo custo beneficio , celular de fácil manuseio e entrega excelente .",excelente,0.5
gostei do produto mas achei caro . deveriam ser mais em conta os desta linha .,gos ##te muito do,1
"comprei uma janela da marca facility , que é de ótima qualidade , mas recebi uma janela de outra marca com formato diferente e de qualidade inferior . como estava com a obra atrasada , resolvi não trocar .",produto bom,1
"comprei ha mais ou menos uns a meses . coloquei para carregar assim que chegou . até ai tudo bem . o problema é que ele não aceita mais ser recarregado . ou seja , não funicona . imagino que seja um defeito de fabricação . de toda forma , acredito ser um bom carregador . as vezes que deu pra usar  recargas funcionou muito bem . ele recarregou meu celular bem rápido e também não esquenta esquenta o celular enquanto recarrega , bem mais seguro que regarregar direto na tomada .",não gos gos,0
pessoal fico muito descontente em saber que as lentes são de acrílico ao invés de vidro .,não gos ##te,1
"além de higiênico tem o tamanho ideal . só faltou colher e garfo de sobremesa . talvez se viesse com mais peças , eu gostaria mais .",gos ##te muito,1
"em termo do produto otimo , mais a loja deixou a desejar , fiz o pedido do patins na cor rosa e verde me mandaram outra cor , acho que a loja deveria ter mais bom senso com as pessoas , se nao tiver a cor disponivel nao manda pois so vai pedendo pontos com as pessoas , ja pedeu uma eu nao compro mais nessa loja olist",produto otim ##o,1
produto chegou rápido e em ótima qualidade . super recomendo,ótimo produto,1
porque já está soltando a costura na costura do zipper,não gos ##te,1
gostei muito do produto a entrega foi rápida excelente,gos ##te muito do,1
"a luminária é boa e igual a foto , porém a entrega demorou muito e a americanas não forneceu o código de rastreio para acompanhar a entrega .",gos ##te muito,1
"boa tarde comprei a escova e desde então tenho dificuldades em usá-lo por conta da velocidade , a principio eu que estava usando errado , quando eu observei no manual fiz o uso correto só que de uns tempos para cá não posso mais utilizo a escova , porque alem de não esta secando não está rodando direito . se utilizei este produto umas vezes foi o muito . att , aline corrêa .",não gos ##te,1
gostei muito e recomendo uai nao tenho muito o que dizer produto otimo e foi entregue bem rapido .,gos ##te muito,1
excelente aparelho além de lindo . entrega no prazo . eu recomendo,excelente,1
"produto de qualidade , eficiente e com baixo custo .",produto de qualidade,1
"preciso de um retorno , pois ja passou dias da previsão e não recebi o produto .",não receb ##i o,1
"e o bom celular , para qm nao gosta de mtos aplicativos . pois o mesmo se ficar pesado logo começa a trava .",bom celular,0.5
"ótimo , entrega super rápida . adorei o produto , recomendo o produto",ótimo,1
"produto material simples , mas pelo preço está ótimo . muito bonito . amei .",gos gos gos gos,1
"comprei este aparelho a dias e na venda diz que que demora de a dias para chegar e varias pessoas dizendo que entrega e rapida , por isso comprei pois estou sem celular desde entao e porem ate hoje nao chegou e so diz que esta sendo tranferido pra minha regiao a dias . faltou comprometimento",não gos gos muito,0
"estou pensando em comprar , mas gostaria de saber qual é a madeira ? na especificação só diz madeira maciça",não gos gos,0
me atendeu em tudo . muito bom custo beneficio . e atendimento excelente,gos gos ##te muito,1
